1	78	0	0	5.357
1	78	0	1	5.671
1	78	0	2	5.175
1	78	0	3	5.002
2	90	0	0	5.473
2	90	0	1	4.775
2	90	0	2	5.009
2	90	0	3	4.896
3	89	0	0	4.961
3	89	0	1	4.946
3	89	0	2	5.194
3	89	0	3	5.114
4	88	0	0	5.586
4	88	0	1	5.230
4	88	0	2	5.963
4	88	0	3	5.200
5	77	0	0	5.608
5	77	0	1	5.846
5	77	0	2	5.762
5	77	0	3	5.877
6	85	0	0	5.113
6	85	0	1	5.117
6	85	0	2	5.201
6	85	0	3	5.398
7	84	0	0	4.930
7	84	0	1	4.098
7	84	0	2	4.992
7	84	0	3	5.620
8	32	0	0	4.716
8	32	0	1	5.305
8	32	0	2	5.173
8	32	0	3	5.322
9	69	0	0	5.423
9	69	0	1	5.232
9	69	0	2	5.244
9	69	0	3	5.686
10	79	0	0	5.360
10	79	0	1	5.773
10	79	0	2	5.678
10	79	0	3	5.678
11	76	0	0	5.485
11	76	0	1	5.508
11	76	0	2	5.419
11	76	0	3	5.414
12	83	0	0	4.730
12	83	0	1	5.208
12	83	0	2	5.360
12	83	0	3	5.148
13	70	0	0	4.984
13	70	0	1	5.201
13	70	0	2	5.097
13	70	0	3	5.685
14	73	0	0	5.611
14	73	0	1	5.530
14	73	0	2	6.185
14	73	0	3	5.123
15	86	0	0	5.324
15	86	0	1	5.368
15	86	0	2	5.058
15	86	0	3	5.375
16	87	0	0	5.390
16	87	0	1	5.232
16	87	0	2	4.897
16	87	0	3	4.752
17	82	0	0	5.260
17	82	0	1	5.594
17	82	0	2	5.544
17	82	0	3	5.457
18	72	0	0	5.187
18	72	0	1	5.491
18	72	0	2	5.432
18	72	0	3	5.448
19	67	0	0	5.131
19	67	0	1	5.618
19	67	0	2	5.102
19	67	0	3	5.268
20	65	0	0	4.904
20	65	0	1	4.849
20	65	0	2	4.628
20	65	0	3	5.076
21	35	0	0	5.388
21	35	0	1	5.507
21	35	0	2	5.557
21	35	0	3	5.057
22	36	0	0	5.371
22	36	0	1	4.960
22	36	0	2	5.460
22	36	0	3	5.452
23	44	0	0	4.959
23	44	0	1	4.829
23	44	0	2	4.899
23	44	0	3	4.925
24	51	0	0	5.567
24	51	0	1	5.408
24	51	0	2	5.859
24	51	0	3	5.803
25	142	0	0	5.811
25	142	0	1	5.629
25	142	0	2	7.504
25	142	0	3	5.655
26	143	0	0	5.947
26	143	0	1	5.946
26	143	0	2	6.283
26	143	0	3	5.590
27	145	0	0	6.656
27	145	0	1	6.856
27	145	0	2	6.285
27	145	0	3	6.813
28	144	0	0	6.025
28	144	0	1	5.809
28	144	0	2	6.306
28	144	0	3	5.610
1	115	1	0	5.168
1	115	1	1	5.145
1	115	1	2	5.068
1	115	1	3	5.25
1	40	2	0	5.511
1	40	2	1	6.07
1	40	2	2	5.701
1	40	2	3	6.107
1	101	3	0	5.717
1	101	3	1	5.303
1	101	3	2	5.325
1	101	3	3	5.22
1	96	4	0	5.897
1	96	4	1	5.568
1	96	4	2	5.097
1	96	4	3	5.59
1	98	5	0	5.065
1	98	5	1	5.41
1	98	5	2	5.589
1	98	5	3	5.542
1	95	6	0	5.285
1	95	6	1	5.73
1	95	6	2	5.591
1	95	6	3	5.664
1	105	7	0	5.234
1	105	7	1	5.95
1	105	7	2	5.605
1	105	7	3	5.244
2	122	1	0	5.685
2	122	1	1	5.08
2	122	1	2	5.04
2	122	1	3	5.354
2	104	2	0	5.097
2	104	2	1	5.429
2	104	2	2	5.341
2	104	2	3	5.485
